secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector	Mean_Coverage	Selected
Adams et al., in press	16.0762	16_0762	2016/10/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Milk	Yellow Rust	Unpublished	Unknown	Infected Leaf	Milk	Yellow Rust	Sancti Spiritu	Argentina	40	Unknown	raw_reads/16_0762/R1.fq.gz	raw_reads/16_0762/R2.fq.gz	Pablo Eduardo Campos	294.703718891983	Yes
Adams et al., in press	16.0763	16_0763	2016/11/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Morocco	Infected Leaf	Milk	Yellow Rust	Unpublished	Morocco	Infected Leaf	Milk	Yellow Rust	Bordenave	Argentina	60	Unknown	raw_reads/16_0763/R1.fq.gz	raw_reads/16_0763/R2.fq.gz	Pablo Eduardo Campos	120.9816913966529	Yes
Adams et al., in press	16.0767	16_0767	2016/11/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Algarrobo	Infected Leaf	Milk	Yellow Rust	Unpublished	DM Algarrobo	Infected Leaf	Milk	Yellow Rust	Anguil	Argentina	40	Unknown	raw_reads/16_0767/R1.fq.gz	raw_reads/16_0767/R2.fq.gz	Pablo Eduardo Campos	151.44852410212306	Yes
Adams et al., in press	16.0768	16_0768	2016/12/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Ceibo	Infected Leaf	Milk	Yellow Rust	Unpublished	DM Ceibo	Infected Leaf	Milk	Yellow Rust	La Dulce	Argentina	40	Unknown	raw_reads/16_0768/R1.fq.gz	raw_reads/16_0768/R2.fq.gz	Pablo Eduardo Campos	288.8966649523108	Yes
Adams et al., in press	16.0769	16_0769	2016/12/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Ceibo	Infected Leaf	Milk	Yellow Rust	Unpublished	DM Ceibo	Infected Leaf	Milk	Yellow Rust	Balcarce	Argentina	50	Unknown	raw_reads/16_0769/R1.fq.gz	raw_reads/16_0769/R2.fq.gz	Pablo Eduardo Campos	246.71703445442313	Yes
Adams et al., in press	16.0882	16_0882	2016/08/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Ogolcho	Infected Leaf	Unknown	Yellow Rust	Unpublished	Ogolcho	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/16_0882/R1.fq.gz	raw_reads/16_0882/R2.fq.gz	EIAR Kulumsa ARC	339.40468763447154	Yes
Adams et al., in press	16.0884	16_0884	2016/10/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Simba	Infected Leaf	Unknown	Yellow Rust	Unpublished	Simba	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/16_0884/R1.fq.gz	raw_reads/16_0884/R2.fq.gz	EIAR Kulumsa ARC	243.57093988808597	Yes
Adams et al., in press	16.0885	16_0885	2016/08/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Hidase	Infected Leaf	Unknown	Yellow Rust	Unpublished	Hidase	Infected Leaf	Unknown	Yellow Rust	Bekoji	Ethiopia	Unknown	Unknown	raw_reads/16_0885/R1.fq.gz	raw_reads/16_0885/R2.fq.gz	EIAR Kulumsa ARC	287.1782049863113	Yes
Adams et al., in press	16.0886	16_0886	2016/08/30	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Dandaa	Infected Leaf	Unknown	Yellow Rust	Unpublished	Dandaa	Infected Leaf	Unknown	Yellow Rust	Kulumsa	Ethiopia	Unknown	Unknown	raw_reads/16_0886/R1.fq.gz	raw_reads/16_0886/R2.fq.gz	EIAR Kulumsa ARC	250.4963249135819	Yes
Adams et al., in press	16.0889	16_0889	2016/08/31	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Pavon-F-76	Infected Leaf	Unknown	Yellow Rust	Unpublished	Pavon-F-76	Infected Leaf	Unknown	Yellow Rust	Assasa	Ethiopia	Unknown	Unknown	raw_reads/16_0889/R1.fq.gz	raw_reads/16_0889/R2.fq.gz	EIAR Kulumsa ARC	347.68028735369666	Yes
Adams et al., in press	16.0322	16_0322	2016/05/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Amplify	Infected Leaf	Unknown	Yellow Rust	Unpublished	Amplify	Infected Leaf	Unknown	Yellow Rust	Spalding	UK	Unknown	Unknown	raw_reads/16_0322/R1.fq.gz	raw_reads/16_0322/R2.fq.gz	Charlotte Hayes	25.50924274097203	Yes
Adams et al., in press	17.0264	17_0264	2017/06/19	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Apache	Infected Leaf	Unknown	Yellow Rust	Unpublished	Apache	Infected Leaf	Unknown	Yellow Rust	Lincolnshire	UK	Unknown	Unknown	raw_reads/17_0264/R1.fq.gz	raw_reads/17_0264/R2.fq.gz	Charlotte Hayes	215.1353332009972	Yes
Adams et al., in press	17.0265	17_0265	2017/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Robigus	Infected Leaf	Unknown	Yellow Rust	Unpublished	Robigus	Infected Leaf	Unknown	Yellow Rust	Lincolnshire	UK	Unknown	Unknown	raw_reads/17_0265/R1.fq.gz	raw_reads/17_0265/R2.fq.gz	Charlotte Hayes	309.179132253997	Yes
Adams et al., in press	17.0266	17_0266	2017/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Warrior	Infected Leaf	Unknown	Yellow Rust	Unpublished	Warrior	Infected Leaf	Unknown	Yellow Rust	Lincolnshire	UK	Unknown	Unknown	raw_reads/17_0266/R1.fq.gz	raw_reads/17_0266/R2.fq.gz	Charlotte Hayes	210.09841532926202	Yes
Adams et al., in press	17.0267	17_0267	2017/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Claire	Infected Leaf	Unknown	Yellow Rust	Unpublished	Claire	Infected Leaf	Unknown	Yellow Rust	Lincolnshire	UK	Unknown	Unknown	raw_reads/17_0267/R1.fq.gz	raw_reads/17_0267/R2.fq.gz	Charlotte Hayes	125.81765764442629	Yes
Adams et al., in press	17.0271	17_0271	2017/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	Unpublished	Solstice	Infected Leaf	Unknown	Yellow Rust	Lincolnshire	UK	Unknown	Unknown	raw_reads/17_0271/R1.fq.gz	raw_reads/17_0271/R2.fq.gz	Charlotte Hayes	96.17223556037798	Yes
Adams et al., in press	17.0272	17_0272	2017/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Lincolnshire	UK	Unknown	Unknown	raw_reads/17_0272/R1.fq.gz	raw_reads/17_0272/R2.fq.gz	Charlotte Hayes	335.3044398517223	Yes
Adams et al., in press	16.0334	16_0334	2016/05/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Gator	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Gator	Infected Leaf	Unknown	Yellow Rust	Honingham	UK	Unknown	Unknown	raw_reads/16_0334/R1.fq.gz	raw_reads/16_0334/R2.fq.gz	Frontier	195.78025110939691	Yes
Adams et al., in press	16.0382	16_0382	2016/05/31	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Spyder	Infected Leaf	Unknown	Yellow Rust	Unpublished	Spyder	Infected Leaf	Unknown	Yellow Rust	East Yorkshire	UK	Unknown	Unknown	raw_reads/16_0382/R1.fq.gz	raw_reads/16_0382/R2.fq.gz	Frontier	35.92971717201597	No
Adams et al., in press	17.0099	17_0099	2017/04/03	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Reflection	Infected Leaf	Unknown	Yellow Rust	Unpublished	Reflection	Infected Leaf	Unknown	Yellow Rust	Ledbury	UK	Unknown	Unknown	raw_reads/17_0099/R1.fq.gz	raw_reads/17_0099/R2.fq.gz	Frontier	9.517405590270437	No
Adams et al., in press	17.0274	17_0274	2017/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Bennington	Infected Leaf	Unknown	Yellow Rust	Unpublished	Bennington	Infected Leaf	Unknown	Yellow Rust	Honingham	UK	Unknown	Unknown	raw_reads/17_0274/R1.fq.gz	raw_reads/17_0274/R2.fq.gz	Frontier	33.345233724292186	No
Adams et al., in press	16.0265	16_0265	2016/04/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Kerrin	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Kerrin	Infected Leaf	Unknown	Yellow Rust	Wansford	UK	Unknown	Unknown	raw_reads/16_0265/R1.fq.gz	raw_reads/16_0265/R2.fq.gz	Frontier	187.6285902578945	Yes
Adams et al., in press	17.0092	17_0092	2017/03/10	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Reflection	Infected Leaf	Unknown	Yellow Rust	Unpublished	Reflection	Infected Leaf	Unknown	Yellow Rust	Nassington	UK	Unknown	Unknown	raw_reads/17_0092/R1.fq.gz	raw_reads/17_0092/R2.fq.gz	Frontier	265.9842351359679	Yes
Adams et al., in press	17.0147	17_0147	2017/05/16	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Reflection	Infected Leaf	Unknown	Yellow Rust	Unpublished	Reflection	Infected Leaf	Unknown	Yellow Rust	Great Ayton	UK	Unknown	Unknown	raw_reads/17_0147/R1.fq.gz	raw_reads/17_0147/R2.fq.gz	Frontier	12.644913527067652	No
Adams et al., in press	15.0009	15_0009	2015/05/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Seedling	Yellow Rust	Unpublished	Unknown	Infected Leaf	Seedling	Yellow Rust	Ramot Menashe	Israel	20-30	Unknown	raw_reads/15_0009/R1.fq.gz	raw_reads/15_0009/R2.fq.gz	Udi Meidan	187.47605653061777	Yes
Adams et al., in press	15.0011	15_0011	2015/05/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Seedling	Yellow Rust	Unpublished	Unknown	Infected Leaf	Seedling	Yellow Rust	Beeri	Israel	20-30	Unknown	raw_reads/15_0011/R1.fq.gz	raw_reads/15_0011/R2.fq.gz	Udi Meidan	112.1877453732494	Yes
Adams et al., in press	15.0012	15_0012	2015/05/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Seedling	Yellow Rust	Unpublished	Unknown	Infected Leaf	Seedling	Yellow Rust	Nahal Shikma	Israel	30-40	Unknown	raw_reads/15_0012/R1.fq.gz	raw_reads/15_0012/R2.fq.gz	Udi Meidan	162.69502435552076	Yes
Adams et al., in press	15.0013	15_0013	2015/05/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Seedling	Yellow Rust	Unpublished	Unknown	Infected Leaf	Seedling	Yellow Rust	Yad Mordechai	Israel	20-30	Unknown	raw_reads/15_0013/R1.fq.gz	raw_reads/15_0013/R2.fq.gz	Udi Meidan	222.76422646800364	Yes
Adams et al., in press	17.0575	17_0575	2017/10/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Arias	Argentina	Unknown	Unknown	raw_reads/17_0575/R1.fq.gz	raw_reads/17_0575/R2.fq.gz	Pablo Eduardo Campos	224.75626987925597	Yes
Adams et al., in press	17.0580	17_0580	2017/11/14	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Fuste	Infected Leaf	Unknown	Yellow Rust	Unpublished	DM Fuste	Infected Leaf	Unknown	Yellow Rust	Chacabuco	Argentina	Unknown	Unknown	raw_reads/17_0580/R1.fq.gz	raw_reads/17_0580/R2.fq.gz	Pablo Eduardo Campos	199.45195678705127	Yes
Adams et al., in press	17.0584	17_0584	2017/12/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Ceibo	Infected Leaf	Unknown	Yellow Rust	Unpublished	DM Ceibo	Infected Leaf	Unknown	Yellow Rust	La Dulce	Argentina	Unknown	Unknown	raw_reads/17_0584/R1.fq.gz	raw_reads/17_0584/R2.fq.gz	Pablo Eduardo Campos	196.01265468684457	Yes
Adams et al., in press	17.0585	17_0585	2017/12/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	SY300	Infected Leaf	Unknown	Yellow Rust	Unpublished	SY300	Infected Leaf	Unknown	Yellow Rust	Balcarce	Argentina	Unknown	Unknown	raw_reads/17_0585/R1.fq.gz	raw_reads/17_0585/R2.fq.gz	Pablo Eduardo Campos	321.090811142236	Yes
Adams et al., in press	17.0586	17_0586	2017/11/21	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	SY110	Infected Leaf	Unknown	Yellow Rust	Unpublished	SY110	Infected Leaf	Unknown	Yellow Rust	Bordenave	Argentina	Unknown	Unknown	raw_reads/17_0586/R1.fq.gz	raw_reads/17_0586/R2.fq.gz	Pablo Eduardo Campos	215.04960920591193	Yes
Adams et al., in press	17.0588	17_0588	2017/11/21	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum durum	Topacio	Infected Leaf	Unknown	Yellow Rust	Unpublished	Topacio (Durum Wheat)	Infected Leaf	Unknown	Yellow Rust	Bordenave	Argentina	Unknown	Unknown	raw_reads/17_0588/R1.fq.gz	raw_reads/17_0588/R2.fq.gz	Pablo Eduardo Campos	18.331380055186216	Yes
Adams et al., in press	17.0590	17_0590	2017/11/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Ceibo	Infected Leaf	Unknown	Yellow Rust	Unpublished	DM Ceibo	Infected Leaf	Unknown	Yellow Rust	Pergamino	Argentina	Unknown	Unknown	raw_reads/17_0590/R1.fq.gz	raw_reads/17_0590/R2.fq.gz	Pablo Eduardo Campos	247.62202689707732	Yes
Adams et al., in press	17.0591	17_0591	2017/11/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Algarrobo	Infected Leaf	Unknown	Yellow Rust	Unpublished	DM Algarrobo	Infected Leaf	Unknown	Yellow Rust	Pergamino	Argentina	Unknown	Unknown	raw_reads/17_0591/R1.fq.gz	raw_reads/17_0591/R2.fq.gz	Pablo Eduardo Campos	297.53030865463415	Yes
Adams et al., in press	15.0070	15_0070	2015/05/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Rimski Šančevi	Serbia	Unknown	Unknown	raw_reads/15_0070/R1.fq.gz	raw_reads/15_0070/R2.fq.gz	Aleksandar Vojisavljevic	112.50339925673583	Yes
Adams et al., in press	15.0072	15_0072	2015/05/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Rimski Šančevi	Serbia	Unknown	Unknown	raw_reads/15_0072/R1.fq.gz	raw_reads/15_0072/R2.fq.gz	Aleksandar Vojisavljevic	134.04774116533923	Yes
Adams et al., in press	15.0073	15_0073	2015/05/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Zvezdana	Infected Leaf	Unknown	Yellow Rust	Unpublished	Zvezdana	Infected Leaf	Unknown	Yellow Rust	Rimski Šančevi	Serbia	Unknown	Unknown	raw_reads/15_0073/R1.fq.gz	raw_reads/15_0073/R2.fq.gz	Aleksandar Vojisavljevic	124.62425151499244	Yes
Adams et al., in press	15.0075	15_0075	2015/05/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Zvezdana	Infected Leaf	Unknown	Yellow Rust	Unpublished	Zvezdana	Infected Leaf	Unknown	Yellow Rust	Krčedin	Serbia	Unknown	Unknown	raw_reads/15_0075/R1.fq.gz	raw_reads/15_0075/R2.fq.gz	Aleksandar Vojisavljevic	144.84378760821093	Yes
Adams et al., in press	17.0245	17_0245	2017/05/20	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Zvezdana	Infected Leaf	BBCH 59	Yellow Rust	Unpublished	Zvezdana	Infected Leaf	BBCH 59	Yellow Rust	Konak	Serbia	20	Unknown	raw_reads/17_0245/R1.fq.gz	raw_reads/17_0245/R2.fq.gz	Radivoje Jevtić	115.0105289130157	Yes
Adams et al., in press	17.0255	17_0255	2017/05/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Sremica	Infected Leaf	BBCH 61-65	Yellow Rust	Unpublished	Sremica	Infected Leaf	BBCH 61-65	Yellow Rust	Rimski Šančevi	Serbia	40	Unknown	raw_reads/17_0255/R1.fq.gz	raw_reads/17_0255/R2.fq.gz	Radivoje Jevtić	110.04527637643382	Yes
Adams et al., in press	17.0256	17_0256	2017/05/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Nizija	Infected Leaf	BBCH 61-65	Yellow Rust	Unpublished	Nizija	Infected Leaf	BBCH 61-65	Yellow Rust	Rimski Šančevi	Serbia	40	Unknown	raw_reads/17_0256/R1.fq.gz	raw_reads/17_0256/R2.fq.gz	Radivoje Jevtić	27.13362433495378	No
Adams et al., in press	17.0257	17_0257	2017/05/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	MV-14	Infected Leaf	BBCH 61-65	Yellow Rust	Unpublished	MV-14	Infected Leaf	BBCH 61-65	Yellow Rust	Rimski Šančevi	Serbia	80	Unknown	raw_reads/17_0257/R1.fq.gz	raw_reads/17_0257/R2.fq.gz	Radivoje Jevtić	76.03383426072963	Yes
Adams et al., in press	15.0192	15_0192	2015/06/08	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Norwich	UK	Unknown	Unknown	raw_reads/15_0192/R1.fq.gz	raw_reads/15_0192/R2.fq.gz	Clare Lewis	319.9575545691424	Yes
Adams et al., in press	14.0106	14_0106	2014/06/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	Unpublished	Kranich	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/14_0106/R1.fq.gz	raw_reads/14_0106/R2.fq.gz	James Brown	108.95791656669077	No
Adams et al., in press	17.0010	17_0010	2017/05/10	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/17_0010/R1.fq.gz	raw_reads/17_0010/R2.fq.gz	Clare Lewis	419.96013516068354	Yes
Adams et al., in press	17.0020	17_0020	2017/05/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	EW4038	Infected Leaf	Unknown	Yellow Rust	Unpublished	EW4038	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/17_0020/R1.fq.gz	raw_reads/17_0020/R2.fq.gz	Clare Lewis	236.23857378866103	Yes
Adams et al., in press	Sol 27.6.18	Sol_27_6_18	2018/06/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	Unpublished	Solstice	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/Sol_27_6_18/R1.fq.gz	raw_reads/Sol_27_6_18/R2.fq.gz	Clare Lewis	147.65565772793795	Yes
Adams et al., in press	14.0272	14_0272	2014/10/16	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KS Mwamba	Infected Leaf	Unknown	Yellow Rust	Unpublished	KS Mwamba	Infected Leaf	Unknown	Yellow Rust	MauNarok	Kenya	Unknown	Unknown	raw_reads/14_0272/R1.fq.gz	raw_reads/14_0272/R2.fq.gz	Ruth Wanyera	181.9934717901977	Yes
Adams et al., in press	14.0274	14_0274	2014/10/16	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kwale	Infected Leaf	Unknown	Yellow Rust	Unpublished	Kwale	Infected Leaf	Unknown	Yellow Rust	MauNarok	Kenya	Unknown	Unknown	raw_reads/14_0274/R1.fq.gz	raw_reads/14_0274/R2.fq.gz	Ruth Wanyera	172.65544491204824	Yes
Adams et al., in press	14.0275	14_0275	2014/12/08	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Unpublished	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Mau Summit	Kenya	Unknown	Unknown	raw_reads/14_0275/R1.fq.gz	raw_reads/14_0275/R2.fq.gz	Ruth Wanyera	230.24632804323963	Yes
Adams et al., in press	14.0277	14_0277	2014/12/10	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Robin	Infected Leaf	Unknown	Yellow Rust	Unpublished	Robin	Infected Leaf	Unknown	Yellow Rust	Judea	Kenya	Unknown	Unknown	raw_reads/14_0277/R1.fq.gz	raw_reads/14_0277/R2.fq.gz	Ruth Wanyera	234.87702534915277	Yes
Adams et al., in press	17.0456	17_0456	2017/05/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Kenya	Kenya	Unknown	Unknown	raw_reads/17_0456/R1.fq.gz	raw_reads/17_0456/R2.fq.gz	Ruth Wanyera	250.5336373477285	Yes
Adams et al., in press	17.0464	17_0464	2017/06/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Narok	Kenya	Unknown	Unknown	raw_reads/17_0464/R1.fq.gz	raw_reads/17_0464/R2.fq.gz	Ruth Wanyera	356.2995051145019	Yes
Adams et al., in press	17.0469	17_0469	2017/07/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KS Mwamba	Infected Leaf	Unknown	Yellow Rust	Unpublished	KS Mwamba	Infected Leaf	Unknown	Yellow Rust	Ngenia	Kenya	Unknown	Unknown	raw_reads/17_0469/R1.fq.gz	raw_reads/17_0469/R2.fq.gz	Ruth Wanyera	335.10322052978137	Yes
Adams et al., in press	17.0474	17_0474	2017/08/01	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Unpublished	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Kenya	Kenya	Unknown	Unknown	raw_reads/17_0474/R1.fq.gz	raw_reads/17_0474/R2.fq.gz	Ruth Wanyera	155.18525668179151	Yes
